============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 250

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 204
  Box Loss      : 0.1926
  Class Loss    : 0.4211
  mAP50         : 0.8780  (87.8%)
  mAP50-95      : 0.8780  (87.8%)
  Precision     : 0.8540
  Recall        : 0.8455
  F1 Score      : 0.8497

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 182
  Precision     : 0.9110
  Recall        : 0.8052
  F1 Score      : 0.8548

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
    219    0.1787    0.3997   0.8557   0.8450   0.7999   0.8218
    220    0.1754    0.4126   0.8474   0.8302   0.7798   0.8042
    221    0.1703    0.3885   0.8442   0.7787   0.8236   0.8005
    222    0.1705    0.3829   0.8405   0.8000   0.7852   0.7926
    223    0.1665    0.3942   0.8630   0.8931   0.7736   0.8291
    224    0.1669    0.4027   0.8710   0.8412   0.8264   0.8337
    225    0.1667    0.3888   0.8625   0.9025   0.7738   0.8332
    226    0.1635    0.3444   0.8701   0.8267   0.8601   0.8431
    227    0.1615    0.4018   0.8692   0.8815   0.7921   0.8344
    228    0.1684    0.3823   0.8606   0.8580   0.7854   0.8201
    229    0.1583    0.3817   0.8686   0.9160   0.7854   0.8457
    230    0.1657    0.4001   0.8719   0.8720   0.8358   0.8535
    231    0.1583    0.4033   0.8751   0.8575   0.8203   0.8385
    232    0.1589    0.4073   0.8669   0.8125   0.8431   0.8275
    233    0.1611    0.3925   0.8621   0.8551   0.8237   0.8391
    234    0.1580    0.3898   0.8538   0.8219   0.8449   0.8333
    235    0.1562    0.3896   0.8585   0.8431   0.8459   0.8445
    236    0.1473    0.3770   0.8730   0.8357   0.8641   0.8497
    237    0.1605    0.3664   0.8686   0.8371   0.8269   0.8320
    238    0.1472    0.3741   0.8617   0.8052   0.8518   0.8278
    239    0.1461    0.3476   0.8629   0.8092   0.8447   0.8265
    240    0.1589    0.3914   0.8629   0.8420   0.8285   0.8352
    241    0.0896    0.3502   0.8190   0.8388   0.7596   0.7972
    242    0.0833    0.1654   0.7960   0.8093   0.7350   0.7704
    243    0.0868    0.0918   0.7748   0.7854   0.6962   0.7381
    244    0.0751    0.0969   0.7644   0.7570   0.6969   0.7257
    245    0.0732    0.0795   0.7650   0.7902   0.7092   0.7475
    246    0.0643    0.0665   0.8011   0.8330   0.7172   0.7708
    247    0.0676    0.0741   0.8107   0.8234   0.7294   0.7736
    248    0.0658    0.0557   0.8151   0.8667   0.7092   0.7801
    249    0.0608    0.0586   0.8204   0.8319   0.7542   0.7911
    250    0.0648    0.0630   0.8057   0.7836   0.7636   0.7735
============================================================
